opcode,meas,index,voice,loc,eloc,oloc,tick,sec,dur,rval,dots,sci_pitch,dmark,dlevel,status,d0,d1,bar,section,bpm,grace,tie,onset,pedal,dyn,even,tempo,player_id,piano_id,src,seg_label,spirio_label,uid
nof,89,4290,1,4290,2139,,1216,391.22399999999993,,,,,,,144,84,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4290
non,89,4291,1,4291,2139,1495,1237,391.22399999999993,0.0505514705882353,64.0,0,Db4,ppp,5,144,61,5,,,,,,o,,,E 5995,,3,0,cut_16,gutim_16,spirio_6,4291
non,89,4292,1,4292,2140,1496,1248,391.27499999999986,0.147058823529412,32.0,1,E3,ppp,5,144,52,5,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4292
nof,89,4293,1,4293,2141,,1248,391.422,,,,,,,144,52,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4293
nof,89,4294,1,4294,2142,,1237,391.72799999999984,,,,,,,144,61,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4294
non,89,4296,3,4296,2144,1497,1664,393.1869999999999,0.0965073529411765,32.0,0,C#1,p,11,144,25,11,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4296
ped,89,4295,,4295,2143,,,393.2119999999999,,,,,,,176,64,0,,,,,,,d^,,,,3,0,cut_16,gutim_16,,4295
nof,89,4297,3,4297,2145,,1664,393.2829999999999,,,,,,,144,25,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4297
non,89,4298,3,4298,2145,1498,1685,393.2829999999999,0.0965073529411765,32.0,0,B1,p+,12,144,35,12,,,,,t,o,,,,,3,0,cut_16,gutim_16,spirio_6,4298
nof,89,4299,3,4299,2146,,1685,394.6569999999999,,,,,,,144,35,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4299
non,89,4301,3,4301,2148,1499,1984,394.6569999999999,0.0965073529411765,32.0,0,C#1,p+,12,144,25,12,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4301
ped,89,4300,,4300,2147,,,394.6819999999999,,,,,,,176,64,127,,,,,,,dV,,,,3,0,cut_16,gutim_16,,4300
non,89,4303,3,4303,2150,1500,2005,394.7539999999999,0.0965073529411765,32.0,0,B1,mp,14,144,35,14,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4303
ped,89,4302,,4302,2149,,,394.7789999999999,,,,,,,176,64,0,,,,,,,d^,,,,3,0,cut_16,gutim_16,,4302
ped,89,4304,,4304,2151,,,394.82499999999993,,,,,,,176,64,127,,,,,,,dV,,,,3,0,cut_16,gutim_16,,4304
nof,89,4305,3,4305,2152,,2005,394.8499999999999,,,,,,,144,35,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4305
non,89,4306,3,4306,2152,1501,2026,394.8499999999999,0.101102941176471,32.0,0,G5,mf,17,144,79,17,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4306
ped,89,4307,,4307,2153,,,394.92600000000004,,,,,,,176,64,0,,,,,,,d^,,,,3,0,cut_16,gutim_16,,4307
nof,89,4308,3,4308,2154,,2026,394.951,,,,,,,144,79,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4308
bar,90,4309,0,4309,2154,,0,394.951,,,,,,,,,,90,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4309
sec,90,4310,0,4310,2154,,0,394.951,,,,,,,,,,,5995,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4310
non,90,4311,2,4311,2154,1502,,394.951,0.05,8.0,0,A6,ppp,5,144,93,5,,,,g,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,4311
non,90,4312,3,4312,2154,1502,,394.951,0.05,8.0,0,Eb4,pp,8,144,63,8,,,,g,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,4312
nof,90,4313,2,4313,2155,,,395.001,,,,,,,144,93,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4313
nof,90,4314,3,4314,2155,,,395.001,,,,,,,144,63,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4314
non,90,4315,3,4315,2156,1503,,395.02599999999984,0.05,8.0,0,E3,p,11,144,52,11,,,,g,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,4315
nof,90,4316,3,4316,2157,,,395.076,,,,,,,144,52,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4316
non,90,4317,2,4317,2158,1504,0,395.1009999999999,2.74356617647059,2.0,2,Eb5,ff,22,144,75,22,,,,,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,4317
non,90,4318,3,4318,2158,1504,0,395.1009999999999,1.17647058823529,4.0,0,Ab2,ppp,5,144,44,5,,,,,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,4318
non,90,4319,3,4319,2158,1504,0,395.1009999999999,1.17647058823529,4.0,0,B2,mp,14,144,47,14,,,,,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,4319
non,90,4321,3,4321,2160,1504,0,395.1009999999999,1.17647058823529,4.0,0,Eb3,ppp,5,144,51,5,,,,,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,4321
ped,90,4320,,4320,2159,,,395.12599999999986,,,,,,,176,66,127,,,,,,,sV,,,,3,0,cut_16,gutim_16,,4320
nof,90,4322,3,4322,2161,,1984,395.8789999999999,,,,,,,144,25,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4322
nof,90,4323,2,4323,2162,,0,396.278,,,,,,,144,75,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4323
nof,90,4324,3,4324,2162,,0,396.278,,,,,,,144,44,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4324
nof,90,4325,3,4325,2162,,0,396.278,,,,,,,144,47,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4325
nof,90,4326,3,4326,2162,,0,396.278,,,,,,,144,51,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4326
non,90,4327,1,4327,2162,1505,256,396.278,0.588235294117647,8.0,0,Eb5,mf,17,144,75,17,,,,,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,4327
ped,90,4328,0,4328,2163,,341,396.66899999999987,,,,,,,176,64,127,,,,,,,dV,,,,3,0,cut_16,gutim_16,spirio_6,4328
non,90,4329,1,4329,2164,1506,384,396.866,0.147058823529412,32.0,0,D4,mf,17,144,62,17,,,,,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,4329
nof,90,4330,1,4330,2165,,384,397.0129999999999,,,,,,,144,62,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4330
non,90,4331,1,4331,2165,1507,416,397.0129999999999,0.147058823529412,32.0,0,C1,mf,17,144,24,17,,,,,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,4331
non,90,4332,3,4332,2166,1508,426,397.05899999999997,0.197610294117647,16.0,0,C3,ppp,5,144,48,5,,,,,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,4332
non,90,4333,3,4333,2167,1509,469,397.25700000000006,0.197610294117647,16.0,0,E2,ppp,5,144,40,5,,,,,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,4333
nof,90,4334,3,4334,2168,,426,397.45399999999995,,,,,,,144,48,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4334
nof,90,4335,3,4335,2168,,469,397.45399999999995,,,,,,,144,40,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4335
non,90,4336,3,4336,2168,1510,512,397.45399999999995,0.0965073529411765,32.0,0,C3,ppp,5,144,48,5,,,,,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,4336
non,90,4337,3,4337,2169,1511,533,397.55099999999993,0.0965073529411765,32.0,0,E2,ppp,5,144,40,5,,,,,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,4337
nof,90,4338,3,4338,2170,,533,397.64699999999993,,,,,,,144,40,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4338
nof,90,4339,1,4339,2171,,416,397.76,,,,,,,144,24,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4339
nof,90,4340,1,4340,2172,,256,397.845,,,,,,,144,75,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4340
non,90,4341,2,4341,2172,1512,597,397.845,0.390625,8.0,0,Eb5,mp,14,144,75,14,,,,,,o,,d,,,3,0,cut_16,gutim_16,spirio_6,4341
nof,90,4342,3,4342,2173,,512,397.85699999999997,,,,,,,144,48,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4342
nof,90,4343,2,4343,2174,,597,398.2359999999999,,,,,,,144,75,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4343
non,90,4344,2,4344,2174,1513,682,398.2359999999999,1.57169117647059,2.0,0,Eb5,mp,14,144,75,14,,,,,t,o,,d,,,3,0,cut_16,gutim_16,spirio_6,4344
non,90,4345,3,4345,2174,1513,682,398.2359999999999,0.395220588235294,8.0,0,Db2,mp,14,144,37,14,,,,,t,o,,D 5996,,,3,0,cut_16,gutim_16,spirio_6,4345
nof,90,4346,3,4346,2175,,682,400.9839999999999,,,,,,,144,37,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4346
non,90,4347,1,4347,2175,1514,1280,400.9839999999999,1.76470588235294,4.0,1,B4,pp+,9,144,71,9,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4347
non,90,4348,3,4348,2175,1514,1280,400.9839999999999,0.390625,8.0,0,Db2,pp+,9,144,37,9,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4348
ped,90,4349,0,4349,2176,,1365,401.33899999999994,,,,,,,176,64,0,,,,,,,d^,,,,3,0,cut_16,gutim_16,spirio_6,4349
nof,90,4350,2,4350,2177,,682,401.374,,,,,,,144,75,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4350
nof,90,4351,3,4351,2177,,1280,401.374,,,,,,,144,37,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4351
non,90,4352,2,4352,2177,1515,1365,401.374,1.56709558823529,2.0,0,Eb5,pp,8,144,75,8,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4352
non,90,4353,2,4353,2177,1515,1365,401.374,2.35294117647059,2.0,0,Db6,pp,8,144,85,8,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4353
non,90,4354,3,4354,2177,1515,1365,401.374,1.56709558823529,2.0,0,Db2,pp,8,144,37,8,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4354
non,90,4355,3,4355,2177,1515,1365,401.374,2.35294117647059,2.0,0,B2,pp,8,144,47,8,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4355
ped,90,4356,0,4356,2178,,1415,401.6389999999999,,,,,,,176,64,127,,,,,,,dV,,,,3,0,cut_16,gutim_16,spirio_6,4356
nof,90,4357,1,4357,2179,,1280,402.74800000000005,,,,,,,144,71,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4357
non,90,4358,1,4358,2179,1516,1664,402.74800000000005,0.0965073529411765,32.0,0,Gb2,ppp+,6,144,42,6,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4358
nof,90,4359,1,4359,2180,,1664,402.845,,,,,,,144,42,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4359
non,90,4360,1,4360,2180,1517,1685,402.845,0.0965073529411765,32.0,0,F1,ppp,5,144,29,5,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4360
nof,90,4361,2,4361,2181,,1365,402.94100000000003,,,,,,,144,75,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4361
nof,90,4362,3,4362,2181,,1365,402.94100000000003,,,,,,,144,37,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4362
nof,90,4363,3,4363,2181,,1365,402.94100000000003,,,,,,,144,47,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4363
nof,90,4364,1,4364,2181,,1685,402.94100000000003,,,,,,,144,29,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4364
non,90,4365,1,4365,2181,1518,1706,402.94100000000003,0.101102941176471,32.0,0,Gb2,ppp,5,144,42,5,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4365
non,90,4366,3,4366,2181,1518,1706,402.94100000000003,1.57169117647059,2.0,0,C2,ppp,5,144,36,5,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4366
non,90,4367,3,4367,2181,1518,1706,402.94100000000003,2.35294117647059,2.0,0,B2,ppp,5,144,47,5,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4367
nof,90,4368,1,4368,2182,,1706,403.0429999999999,,,,,,,144,42,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4368
non,90,4369,1,4369,2182,1519,1728,403.0429999999999,0.0965073529411765,32.0,0,F1,ppp,5,144,29,5,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4369
nof,90,4370,1,4370,2183,,1728,403.1389999999999,,,,,,,144,29,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4370
non,90,4371,2,4371,2183,1520,1749,403.1389999999999,0.197610294117647,16.0,0,G7,ppp,5,144,103,5,,,,,,o,,,,,3,0,cut_16,gutim_16,spirio_6,4371
nof,90,4372,2,4372,2184,,1749,403.337,,,,,,,144,103,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4372
nof,90,4373,2,4373,2185,,1365,403.8019999999999,,,,,,,144,85,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4373
non,90,4374,1,4374,2186,1521,1920,403.855,0.104631696428571,32.0,0,Bb1,p,11,144,34,11,,,,,,o,,,e,,3,0,cut_16,gutim_16,spirio_6,4374
nof,90,4375,1,4375,2187,,1920,403.95900000000006,,,,,,,144,34,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4375
non,90,4376,1,4376,2187,1522,1945,403.95900000000006,0.108816964285714,32.0,0,Gb4,pp+,9,144,66,9,,,,,,o,,,e,,3,0,cut_16,gutim_16,spirio_6,4376
nof,90,4377,1,4377,2188,,1945,404.068,,,,,,,144,66,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4377
non,90,4378,1,4378,2188,1523,1971,404.068,0.104631696428571,32.0,0,Eb5,ppp+,6,144,75,6,,,,,,o,,,e,,3,0,cut_16,gutim_16,spirio_6,4378
nof,90,4379,1,4379,2189,,1971,404.173,,,,,,,144,75,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4379
non,90,4380,1,4380,2189,1524,1996,404.173,0.108816964285714,32.0,0,D4,ppp-,4,144,62,4,,,,,,o,,,e,,3,0,cut_16,gutim_16,spirio_6,4380
nof,90,4381,1,4381,2190,,1996,404.2819999999999,,,,,,,144,62,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4381
non,90,4382,1,4382,2190,1525,2022,404.2819999999999,0.108816964285714,32.0,0,C1,pppp,2,144,24,2,,,,,,o,,,E 5996,,3,0,cut_16,gutim_16,spirio_6,4382
ped,90,4383,,4383,2191,,,404.3649999999999,,,,,,,176,64,0,,,,,,,d^,,,,3,0,cut_16,gutim_16,,4383
nof,90,4384,1,4384,2192,,2022,404.3899999999999,,,,,,,144,24,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4384
bar,91,4385,0,4385,2192,,0,404.3899999999999,,,,,,,,,,91,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4385
sec,91,4388,0,4388,2195,,192,404.3899999999999,,,,,,,,,,,6004,,,,,,,,,0,0,cut_17,gutim_17,,4388
nof,91,4386,3,4386,2193,,1706,404.58799999999997,,,,,,,144,36,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4386
non,91,4390,3,4390,2197,1526,256,404.6569999999997,4.28571428571429,1.0,0,Ab5,ff,22,144,80,22,,,,,,o,,,,,0,0,cut_17,gutim_17,,4390
ped,91,4389,,4389,2196,,,404.6819999999997,,,,,,,176,66,127,,,,,,,sV,,,,0,0,cut_17,gutim_17,,4389
non,91,4391,1,4391,2198,1527,384,405.19299999999976,0.104631696428571,32.0,0,F#5,ppp,5,144,78,5,,,,,,o,,,e,,0,0,cut_17,gutim_17,,4391
ped,91,4392,0,4392,2198,,384,405.19299999999976,,,,,,,176,64,127,,,,,,,dV,,,,0,0,cut_17,gutim_17,,4392
nof,91,4393,1,4393,2199,,384,405.2979999999998,,,,,,,144,78,0,,,,,,,,,,,0,0,cut_17,gutim_17,,4393
non,91,4394,1,4394,2199,1528,409,405.2979999999998,0.108816964285714,32.0,0,D6,ppp,5,144,86,5,,,,,,o,,,e,,0,0,cut_17,gutim_17,,4394
nof,91,4387,3,4387,2194,,1706,405.3689999999999,,,,,,,144,47,0,,,,,,,,,,,3,0,cut_16,gutim_16,spirio_6,4387
nof,91,4395,1,4395,2200,,409,405.4069999999997,,,,,,,144,86,0,,,,,,,,,,,0,0,cut_17,gutim_17,,4395
non,91,4396,1,4396,2200,1529,435,405.4069999999997,0.104631696428571,32.0,0,Bb6,ppp,5,144,94,5,,,,,,o,,,e,,0,0,cut_17,gutim_17,,4396
nof,91,4397,1,4397,2201,,435,405.51099999999974,,,,,,,144,94,0,,,,,,,,,,,0,0,cut_17,gutim_17,,4397
non,91,4398,1,4398,2201,1530,460,405.51099999999974,0.108816964285714,32.0,0,G7,ppp,5,144,103,5,,,,,,o,,,e,,0,0,cut_17,gutim_17,,4398
nof,91,4399,1,4399,2202,,460,405.61999999999966,,,,,,,144,103,0,,,,,,,,,,,0,0,cut_17,gutim_17,,4399
non,91,4400,1,4400,2202,1531,486,405.61999999999966,0.108816964285714,32.0,0,Ab6,ppp,5,144,92,5,,,,,,o,,,e,,0,0,cut_17,gutim_17,,4400
nof,91,4401,1,4401,2203,,486,405.7289999999998,,,,,,,144,92,0,,,,,,,,,,,0,0,cut_17,gutim_17,,4401
non,91,4402,1,4402,2203,1532,512,405.7289999999998,0.159040178571429,32.0,1,Bb6,ppp+,6,144,94,6,,,,,,o,,,E,,0,0,cut_17,gutim_17,,4402
nof,91,4403,1,4403,2204,,512,405.8879999999997,,,,,,,144,94,0,,,,,,,,,,,0,0,cut_17,gutim_17,,4403
non,91,4404,1,4404,2204,1533,550,405.8879999999997,0.108816964285714,32.0,0,F#4,ppp+,6,144,66,6,,,,,,o,,,,,0,0,cut_17,gutim_17,,4404
nof,91,4405,1,4405,2205,,550,405.99699999999984,,,,,,,144,66,0,,,,,,,,,,,0,0,cut_17,gutim_17,,4405
non,91,4406,1,4406,2205,1534,576,405.99699999999984,0.104631696428571,32.0,0,D5,ppp+,6,144,74,6,,,,,,o,,,,,0,0,cut_17,gutim_17,,4406
nof,91,4407,1,4407,2206,,576,406.1009999999999,,,,,,,144,74,0,,,,,,,,,,,0,0,cut_17,gutim_17,,4407
non,91,4408,1,4408,2206,1535,601,406.1009999999999,0.163225446428571,32.0,1,F#4,ppp+,6,144,66,6,,,,,,o,,,,,0,0,cut_17,gutim_17,,4408
nof,91,4409,3,4409,2207,,256,406.2649999999999,,,,,,,144,80,0,,,,,,,,,,,0,0,cut_17,gutim_17,,4409
nof,91,4410,1,4410,2207,,601,406.2649999999999,,,,,,,144,66,0,,,,,,,,,,,0,0,cut_17,gutim_17,,4410
non,91,4411,1,4411,2207,1536,640,406.2649999999999,0.133928571428571,32.0,1,Ab5,ppp+,6,144,80,6,,,,,,o,,,,,0,0,cut_17,gutim_17,,4411
non,91,4412,1,4412,2208,1537,672,406.3989999999999,0.087890625,32.0,0,D5,ppp+,6,144,74,6,,,,,,o,,,,,0,0,cut_17,gutim_17,,4412
nof,91,4413,1,4413,2209,,672,406.4859999999999,,,,,,,144,74,0,,,,,,,,,,,0,0,cut_17,gutim_17,,4413
non,91,4414,1,4414,2209,1538,693,406.4859999999999,0.087890625,32.0,0,Bb5,pp-,7,144,82,7,,,,,,o,,,,,0,0,cut_17,gutim_17,,4414
nof,91,4415,1,4415,2210,,693,406.57399999999984,,,,,,,144,82,0,,,,,,,,,,,0,0,cut_17,gutim_17,,4415
non,91,4416,1,4416,2210,1539,714,406.57399999999984,0.0920758928571429,32.0,0,G7,pp-,7,144,103,7,,,,,,o,,,,,0,0,cut_17,gutim_17,,4416
nof,91,4417,1,4417,2211,,714,406.6659999999997,,,,,,,144,103,0,,,,,,,,,,,0,0,cut_17,gutim_17,,4417
non,91,4418,1,4418,2211,1540,736,406.6659999999997,0.133928571428571,32.0,1,D5,pp-,7,144,74,7,,,,,,o,,,,,0,0,cut_17,gutim_17,,4418
nof,91,4419,1,4419,2212,,736,406.7999999999997,,,,,,,144,74,0,,,,,,,,,,,0,0,cut_17,gutim_17,,4419
non,91,4420,1,4420,2212,1541,768,406.7999999999997,0.104631696428571,32.0,0,G7,pp-,7,144,103,7,,,,,,o,,,e,,0,0,cut_17,gutim_17,,4420
nof,91,4421,1,4421,2213,,640,406.90499999999975,,,,,,,144,80,0,,,,,,,,,,,0,0,cut_17,gutim_17,,4421
nof,91,4422,1,4422,2213,,768,406.90499999999975,,,,,,,144,103,0,,,,,,,,,,,0,0,cut_17,gutim_17,,4422
non,91,4423,1,4423,2213,1542,793,406.90499999999975,0.108816964285714,32.0,0,Ab5,pp-,7,144,80,7,,,,,,o,,,e,,0,0,cut_17,gutim_17,,4423
non,91,4424,1,4424,2214,1543,819,407.01399999999967,0.104631696428571,32.0,0,F#4,pp-,7,144,66,7,,,,,,o,,,e,,0,0,cut_17,gutim_17,,4424
nof,91,4425,1,4425,2215,,819,407.1179999999997,,,,,,,144,66,0,,,,,,,,,,,0,0,cut_17,gutim_17,,4425
non,91,4426,1,4426,2215,1544,844,407.1179999999997,0.108816964285714,32.0,0,D5,pp-,7,144,74,7,,,,,,o,,,e,,0,0,cut_17,gutim_17,,4426
nof,91,4427,1,4427,2216,,844,407.22699999999986,,,,,,,144,74,0,,,,,,,,,,,0,0,cut_17,gutim_17,,4427
non,91,4428,1,4428,2216,1545,870,407.22699999999986,0.159040178571429,32.0,1,F#4,pp-,7,144,66,7,,,,,,o,,,E,,0,0,cut_17,gutim_17,,4428
nof,91,4429,1,4429,2217,,793,407.38599999999974,,,,,,,144,80,0,,,,,,,,,,,0,0,cut_17,gutim_17,,4429
nof,91,4430,1,4430,2217,,870,407.38599999999974,,,,,,,144,66,0,,,,,,,,,,,0,0,cut_17,gutim_17,,4430
non,91,4431,1,4431,2217,1546,908,407.38599999999974,0.163225446428571,32.0,1,Ab5,pp,8,144,80,8,,,,,,o,,,e,,0,0,cut_17,gutim_17,,4431
non,91,4432,1,4432,2218,1547,947,407.5499999999997,0.159040178571429,32.0,1,D5,pp,8,144,74,8,,,,,,o,,,e,,0,0,cut_17,gutim_17,,4432
nof,91,4433,1,4433,2219,,947,407.70899999999983,,,,,,,144,74,0,,,,,,,,,,,0,0,cut_17,gutim_17,,4433
non,91,4434,1,4434,2219,1548,985,407.70899999999983,0.163225446428571,32.0,1,G7,pp,8,144,103,8,,,,,,o,,,e,,0,0,cut_17,gutim_17,,4434
nof,91,4435,1,4435,2220,,908,407.87199999999984,,,,,,,144,80,0,,,,,,,,,,,0,0,cut_17,gutim_17,,4435
nof,91,4436,1,4436,2220,,985,407.87199999999984,,,,,,,144,103,0,,,,,,,,,,,0,0,cut_17,gutim_17,,4436
non,91,4437,1,4437,2220,1549,1024,407.87199999999984,0.104631696428571,32.0,0,Ab5,pp,8,144,80,8,,,,,,o,,,E 6005,,0,0,cut_17,gutim_17,,4437
non,91,4438,1,4438,2221,1550,1049,407.9759999999999,0.108816964285714,32.0,0,Bb6,pp,8,144,94,8,,,,,,o,,,,,0,0,cut_17,gutim_17,,4438
nof,91,4439,1,4439,2222,,1049,408.0849999999998,,,,,,,144,94,0,,,,,,,,,,,0,0,cut_17,gutim_17,,4439
non,91,4440,1,4440,2222,1551,1075,408.0849999999998,0.104631696428571,32.0,0,F#3,pp,8,144,54,8,,,,,,o,,,,,0,0,cut_17,gutim_17,,4440
nof,91,4441,1,4441,2223,,1075,408.1899999999998,,,,,,,144,54,0,,,,,,,,,,,0,0,cut_17,gutim_17,,4441
non,91,4442,1,4442,2223,1552,1100,408.1899999999998,0.108816964285714,32.0,0,D5,pp,8,144,74,8,,,,,,o,,,,,0,0,cut_17,gutim_17,,4442
nof,91,4443,1,4443,2224,,1024,408.29899999999975,,,,,,,144,80,0,,,,,,,,,,,0,0,cut_17,gutim_17,,4443
nof,91,4444,1,4444,2224,,1100,408.29899999999975,,,,,,,144,74,0,,,,,,,,,,,0,0,cut_17,gutim_17,,4444
non,91,4445,1,4445,2224,1553,1126,408.29899999999975,0.159040178571429,32.0,1,Ab5,pp+,9,144,80,9,,,,,,o,,,,,0,0,cut_17,gutim_17,,4445
non,91,4446,1,4446,2225,1554,1164,408.45799999999986,0.163225446428571,32.0,1,D5,pp+,9,144,74,9,,,,,,o,,,,,0,0,cut_17,gutim_17,,4446
nof,91,4447,1,4447,2226,,1164,408.62099999999987,,,,,,,144,74,0,,,,,,,,,,,0,0,cut_17,gutim_17,,4447
non,91,4448,1,4448,2226,1555,1203,408.62099999999987,0.322265625,16.0,1,G7,pp+,9,144,103,9,,,,,,o,,,,,0,0,cut_17,gutim_17,,4448
nof,91,4449,1,4449,2227,,1203,408.94299999999976,,,,,,,144,103,0,,,,,,,,,,,0,0,cut_17,gutim_17,,4449
bar,92,4450,0,4450,2227,,0,408.94299999999976,,,,,,,,,,92,,,,,,,,,,0,0,cut_17,gutim_17,,4450
nof,92,4451,1,4451,2228,,1126,409.09299999999985,,,,,,,144,80,0,,,,,,,,,,,0,0,cut_17,gutim_17,,4451
ped,92,4452,,4452,2229,,,412.1319999999997,,,,,,,176,64,0,,,,,,,d^,,,,0,0,cut_17,gutim_17,,4452
non,92,4454,3,4454,2231,1556,768,412.1569999999997,0.17578125,16.0,0,G2,ppp,5,144,43,5,,,,,,o,,,,,0,0,cut_17,gutim_17,,4454
ped,92,4453,,4453,2230,,,412.1819999999997,,,,,,,176,64,127,,,,,,,dV,,,,0,0,cut_17,gutim_17,,4453
nof,92,4455,3,4455,2232,,768,412.33299999999986,,,,,,,144,43,0,,,,,,,,,,,0,0,cut_17,gutim_17,,4455
non,92,4456,3,4456,2232,1557,810,412.33299999999986,0.535714285714286,8.0,1,G2,ppp,5,144,43,5,,,,,,o,,,,,0,0,cut_17,gutim_17,,4456
non,92,4457,3,4457,2232,1557,810,412.33299999999986,0.535714285714286,8.0,1,B2,ppp,5,144,47,5,,,,,,o,,,,,0,0,cut_17,gutim_17,,4457
nof,92,4458,3,4458,2233,,810,412.8689999999997,,,,,,,144,43,0,,,,,,,,,,,0,0,cut_17,gutim_17,,4458
nof,92,4459,3,4459,2233,,810,412.8689999999997,,,,,,,144,47,0,,,,,,,,,,,0,0,cut_17,gutim_17,,4459
non,92,4461,3,4461,2235,1558,938,412.8689999999997,0.359933035714286,8.0,0,A4,ppp,5,144,69,5,,,,,t,o,,,,,0,0,cut_17,gutim_17,,4461
ped,92,4460,,4460,2234,,,412.89399999999966,,,,,,,176,66,0,,,,,,,s^,,,,0,0,cut_17,gutim_17,,4460
nof,92,4462,3,4462,2236,,938,414.2999999999997,,,,,,,144,69,0,,,,,,,,,,,0,0,cut_17,gutim_17,,4462
bar,93,4463,0,4463,2236,,0,414.2999999999997,,,,,,,,,,93,,,,,,,,,,0,0,cut_17,gutim_17,,4463
non,93,4464,3,4464,2237,1559,85,414.6559999999997,0.087890625,32.0,0,A4,ppp,5,144,69,5,,,,,,o,,d,,,0,0,cut_17,gutim_17,,4464
